title;genre;description;img_link
Captain Phillips;Biography;The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.;Biography_031.jpg
Tombstone;Biography;A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.;Biography_032.jpg
The Big Short;Biography;In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is.;Biography_033.jpg
The Great;Biography;A royal woman living in rural Russia during the 18th century is forced to choose between her own personal happiness and the future of Russia, when she marries an Emperor.;Biography_034.jpg
Thirteen Lives;Biography;A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.;Biography_035.jpg
Green Book;Biography;A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.;Biography_036.jpg
The Greatest Showman;Biography;Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.;Biography_037.jpg
Braveheart;Biography;Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.;Biography_038.jpg
Selena Gomez: My Mind & Me;Biography;After years in the limelight, Selena Gomez achieves unimaginable stardom. But just as she reaches a new peak, an unexpected turn pulls her into darkness.;Biography_039.jpg
The Irishman;Biography;Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.;Biography_040.jpg
Chevalier;Biography;Based on the true story of composer Joseph Bologne, Chevalier de Saint-Georges, the illegitimate son of an African slave and a French plantation owner, who rises to heights in French society as a composer before an ill-fated love affair.;Biography_041.jpg
Argentina, 1985;Biography;A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.;Biography_042.jpg
Catch Me If You Can;Biography;Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.;Biography_043.jpg
Father Stu;Biography;Follows the life of Father Stuart Long, a boxer-turned-priest who inspired countless people during his journey from self-destruction to redemption.;Biography_044.jpg
Taurus;Biography;Follows the last days of a rising but problematic musician.;Biography_045.jpg
Legend;Biography;Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.;Biography_046.jpg
The Social Network;Biography;As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.;Biography_047.jpg
Girl, Interrupted;Biography;Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.;Biography_048.jpg
The King;Biography;Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.;Biography_049.jpg
The Pianist;Biography;A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.;Biography_050.jpg
The White Lotus;Comedy;Set in a tropical resort, it follows the exploits of various guests and employees over the span of a week.;Comedy_01.jpg
The Menu;Comedy;A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.;Comedy_02.jpg
Disenchanted;Comedy;Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.;Comedy_03.jpg
Christmas in Wonderland;Comedy;In the days leading up to Christmas, a young and newly engaged heiress experiences a skiing accident. After being diagnosed with amnesia, she finds herself in the care of the handsome lodge owner and his daughter.;Comedy_04.jpg
Spirited;Comedy;A musical version of Charles Dickens's story of a miserly misanthrope who is taken on a magical journey.;Comedy_05.jpg
A Christmas Story Christmas;Comedy;Follows the now-adult Ralphie as he returns to the house on Cleveland Street to give his kids a magical Christmas like the one he had as a child, reconnecting with childhood friends, and reconciling the passing of his Old Man.;Comedy_06.jpg
Weird: The Al Yankovic Story;Comedy;Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.;Comedy_07.jpg
Dead to Me;Comedy;A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.;Comedy_08.jpg
The Santa Clauses;Comedy;Scott Calvin is about to turn 65 and, realizing he can't be Santa forever, sets out to find a suitable replacement Santa while preparing his family for a new adventure in life south of the pole.;Comedy_09.jpg
Amsterdam;Comedy;In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.;Comedy_010.jpg
Bullet Train;Comedy;Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.;Comedy_011.jpg
The Banshees of Inisherin;Comedy;Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.;Comedy_012.jpg
A Christmas Story;Comedy;In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.;Comedy_013.jpg
Slumberland;Comedy;A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.;Comedy_014.jpg
Glass Onion: A Knives Out Mystery;Comedy;Famed Southern detective Benoit Blanc travels to Greece for his latest case.;Comedy_015.jpg
See How They Run;Comedy;In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.;Comedy_016.jpg
Monica O My Darling;Comedy;A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing not even death , is what it seems to be.;Comedy_017.jpg
The Sex Lives of College Girls;Comedy;Four 18-year-old freshman roommates at Essex College in Vermont. A bundle of contradictions and hormones, these sexually active college girls are equal parts lovable and infuriating.;Comedy_018.jpg
Enchanted;Comedy;A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.;Comedy_019.jpg
The Boys;Comedy;A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.;Comedy_020.jpg
R.I.P.D. 2: Rise of the Damned;Comedy;Recruited by the R.I.P.D., a resurrected sheriff returns to Earth to save humanity from a gateway to hell.;Comedy_021.jpg
The Office;Comedy;A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.;Comedy_022.jpg
Wednesday;Comedy;Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart and solve the mystery that embroiled her parents.;Comedy_023.jpg
Mammals;Comedy;The story of a Michelin-starred chef whose world implodes when he discovers shocking secrets about his pregnant wife.;Comedy_024.jpg
Rick and Morty;Comedy;An animated series that follows the exploits of a super scientist and his not-so-bright grandson.;Comedy_025.jpg
